,tweet_text,label
712,RT @DASBUNKER: The next Das Bunker takes place Friday March 4 and will feature live performances by PIXEL GRIP and BLACK LIGHT ODYSSEY.…,
713,"Win the black Friday offer.
 https://t.co/Hr6kyGkiNx
 
 #blackfriday #blackFridayOffer #webDesign… https://t.co/wRHwSPdKX3",positive
714,Black Friday “Smash And Grab” Robberies Hit Los Angeles | Republican Post https://t.co/QNr14U5Qi6,negative
715,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",positive
716,"Are you out shopping Black Friday today? 👍👎
 
 Well, look no further. We have some awesome black friday prices and am… https://t.co/XpJdIRqZvR",positive
717,"Win the black Friday offer.
 https://t.co/Hr6kyGkiNx
 
 #blackfriday #blackFridayOffer #webDesign… https://t.co/U4fkhA3Egl",positive
718,"AD for SALES Black Friday Small Business Saturday Cyber Monday Vintage and Handmade Vendimia y Hecha a Mano Yours,… https://t.co/dawIY8Dr7S",positive
719,"RT @KendallRaeOnYT: For Black Friday this year, I treated myself to something I’ve always wanted… a nugget ice maker 🙏🤗🥰",positive
720,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
721,"RT @rjcc: @Techmeme @annierpalmer If you read Amazon's blog post carefully, you'll notice that it doesn't actually say that the company bro…",
722,"Win the black Friday offer.
 https://t.co/Hr6kyGkiNx
 
 #blackfriday #blackFridayOffer #webDesign… https://t.co/qtKP9loulY",positive
723,"RT @canokar: Black Friday
 Black Tuesday
 Black Everyday https://t.co/kJuNiw1ZNv",positive
724,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
725,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
726,"Black Friday is Here, But Advent is Coming #theBreakpointPodcast 
 https://t.co/RhbDVuVQQO via @PodcastAddict https://t.co/bxCOW5fIuS",positive
727,RT @ASovietOnion: thinking of Him as black friday draws near🥴 https://t.co/fSm4alVG6W,positive
728,"Win the black Friday offer.
 https://t.co/Hr6kyGkiNx
 
 #blackfriday #blackFridayOffer #webDesign… https://t.co/DyiFbmIuTC",positive
729,RT @BuffaloBills: Checking your credit card after Black Friday and Cyber Monday... 😬😬 https://t.co/oNcD8JMYlh,positive
730,"RT @aprilklingmeyer: Black Friday, cyber Monday, and giving Tuesday will never offer you a better opportunity to see exactly how many email…",positive
731,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",positive
732,"This RTX 3060 Ti gaming PC is down to $1,399 for Black Friday—or get its big brother for $100 more… https://t.co/2EjE6si5Dk",positive
733,"@SkydioHQ I wanted to buy one, but your ""black Friday"" deal wasn't a real deal unfortunately, especially compared t… https://t.co/4HzaysTTcH",negative
734,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
735,"RT @allbeautynews: BLACK FRIDAY GIVEAWAY! 🖤💸
 
 We're giving you the chance to #WIN the SOLD OUT ESPA Advent Calendar! 😱
 
 TO ENTER: 
 🖤 FOLLOW…",positive
736,"Win the black Friday offer.
 https://t.co/Hr6kyGkiNx
 
 #blackfriday #blackFridayOffer #webDesign… https://t.co/CUAY93LRyo",positive
737,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",positive
738,"Only fell for 1 sale during Black Friday / Cyber Monday and it was for over 70% off. I like the idea of “less stuff, more living”",positive
739,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
740,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",positive
741,"RT @starira_global: [Black Friday] Campaign!📢💕
 Don't forget to Like and Retweet this post by 12/2 (Thu.) 14:59 UTC to get up to 555 Star Ge…",positive
742,"RT @RichardMoglen: Last few hours to take advantage of this sale! ⏳
 
 👉 https://t.co/8LvmP9pHDe",positive
743,"Win the black Friday offer.
 https://t.co/Hr6kyGkiNx
 
 #blackfriday #blackFridayOffer #webDesign… https://t.co/I0CeAdT2eC",positive
744,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",positive
745,"RT @BreitbartNews: The FBI conducted 187,585 National Instant Criminal Background System (NICS) checks on gun sales and transfers on Black…",negative
746,"Win the black Friday offer.
 https://t.co/Hr6kyGkiNx
 
 #blackfriday #blackFridayOffer #webDesign… https://t.co/ldQlEtREC5",positive
747,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
748,"RT @magsmakesstuff: Even though my Black Friday sale is over, you can still save yourself some monies at checkout if you use code “TAKE15”…",positive
749,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
750,"RT @PRWeekUS: For almost a decade, the world has celebrated #GivingTuesday, the Tuesday following Black Friday when companies and customers…",positive
751,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
752,"RT @duty2warn: Black Friday and Cyber Monday are all well and good. But I dream about Indictment Tuesday, Criminal Referral Wednesday, Supe…",positive
753,"135 Lifetime purchases during my Black Friday Sale 🎉
 
 75% of sales came from existing users. I suspect in-app messa… https://t.co/nsi8XR6cuh",positive
754,"RT @hannahalabamaa: People are looking for other reasons to blame the lack of Black Friday spending. It’s almost like 777k people died, peo…",negative
755,"Win the black Friday offer.
 https://t.co/Hr6kyGkiNx
 
 #blackfriday #blackFridayOffer #webDesign… https://t.co/Dacdrh0mLk",positive
756,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
757,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
758,"RT @duty2warn: Black Friday and Cyber Monday are all well and good. But I dream about Indictment Tuesday, Criminal Referral Wednesday, Supe…",positive
759,"RT @NaturalTasami: Did you miss the Black Friday/ Cyber Monday sale?
 It’s ok!
 
 Body care is 20% off no code needed.
 
 Pendants are $12.12✨…",positive
760,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
761,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
762,"RT @RileyWritts: Giveaway ends this Friday (12/3)
 
 If you're a black woman in the NY/NJ area and you want free professional pics, sign up a…",positive
763,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
764,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
765,"Easy Roller’s Black Friday sale is still live. Use the code CYBER30 to get 30% off of everything, sitewide.
 
 Don’t… https://t.co/kXtDPCNXvq",positive
766,@NintendoUK You’re quick enough to take my money…no idea when my item will be dispatched despite pre Black Friday p… https://t.co/sOAVwaQqCL,negative
767,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
768,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
769,RT @Puertorock77_: When you work your ass off in school to get that PS5 for Christmas only to end up with a Xbox Series S cause it was the…,
770,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
771,"Beyonddddddd happy with this Black Friday, @FlexiSpot and @AORUS_UK monitor 🥰 (don’t mind the cables) https://t.co/BIafkeLoOi",positive
772,"Easy Roller’s Black Friday sale is still live. Use the code CYBER30 to get 30% off of everything, sitewide.
 
 Don’t… https://t.co/QxlJOxrF6h",positive
773,RT @captainludraws2: heads up!!!! tomorrow is the last day of my black friday sale on etsy!!!!,positive
774,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
775,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",
776,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
777,"@shinobi602 I bought too many games on Black Friday, stop tempting me to get this too 😭",positive
778,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
779,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
780,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
781,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
782,RT @MoneyMan: If you went black friday shopping for alts you up right now,positive
783,"RT @ComicSamsCrafts: my black friday sale might be over, but you still have until December 5th to order from my shop before I go on vacatio…",positive
784,RT @LifePitts: reached the age where I keep a list of stores with never ending black friday sales so I know which ones to avoid when all I…,positive
785,RT @TAllenFosho: My mind is still blown thinking how @yomilo &amp; @rubyyacht hit us with a freestyle fest on Black Friday. I stood in awe of f…,positive
786,"RT @Inteliot: .@intel's @JoeJensenIntel weighed in on the future of retail, discussing Black Friday and Cyber Monday. Read more below.",positive
787,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
788,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
789,"RT @s0ulafein: Last day of Black Friday Sale!
 45% discount on 400 arts in BUNDLES
 Megapack1
 https://t.co/I7UT9MaKZ0
 Megapack2
 https://t.co/…",positive
790,@radman_david @ScottAdamsSays @michaelmalice well look at the unedited video. clearly shows that :P reminded me of… https://t.co/Hld11Hx3uf,
791,"RT @IntEngineering: Even though Asus Chromebook seems small, its capabilities are bigger than its size. It is designed to last up to 10 hou…",
792,"RT @WIRED: Black Friday and Cyber Monday are over, but there are still discounts left on some of our favorites—for now. Get them while you…",positive
793,Black Friday versus Christmas: The Great Replacement Reality – Byline Times https://t.co/zMsdSkHnJl,positive
794,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
795,"RT @scottmhughes: $100 BLACK FRIDAY GIVEAWAY CONTEST
 
 Describe https://t.co/S2tMJr0n9o in a single tweet as a reply to this tweet.
 
 I'll pi…",positive
796,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",positive
797,"Bidenomics 
 
 The Biden Economy - Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Dr… https://t.co/5sDD2OF3ex",positive
798,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
799,RT @rsannarey: i did not buy a single thing this Black Friday/cyber Monday :((((,positive
800,"RT @HappyHorrorTime: (SOUND ON - NSFW)
 
 As soon as @TimMurdock notices that a movie (aka, “Double Walker”) takes place in Ohio... 🗣🗣🗣😂😎
 
 Ch…",
801,@4Rt078 Who knows man. The way market is swinging lately since Black Friday,positive
802,Black Friday orders coming in hot 🐨🔥🐨 https://t.co/t9RFuZ0saG,positive
803,RT @Windows: Obligatory Black Friday tweet. Please consider purchasing a #Windows11 device.,positive
804,"★ Where to Get the Best Black Friday Deals in Los Angeles ★
 Here are some of the incredible offers you can expect t… https://t.co/qnsMJlv28v",positive
805,"@NoLieWithBTC @briantylercohen https://t.co/yY1MdVRG35
 
 Spin this",
806,"RT @harleyf: Total global @Shopify merchant Black Friday Cyber Monday GMV over the years:
 2018 - $1.8B
 2019 - $2.9B 
 2020 - $5.1B
 2021 - $6…",positive
807,"RT @EeyouIstchee: Thank you all for supporting us on our Black Friday sale over this past weekend! Although we did not have a lot in stock,…",positive
808,RT @SFGate: A fretful Elon Musk sent an email to the SpaceX staff on Black Friday over a “production crisis” that he says has put the compa…,negative
809,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
810,Ad - I have 6 listings of bundles and sets in the $1 Black Friday sale on Designbundles. Check out my listings here… https://t.co/by88Tzg9VX,positive
811,RT @mountain_goats: black friday...cyber monday...but on dragon tuesday we carry our tribute to the cave in the misty hill. fuck yes dragon…,positive
812,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
813,"Black Friday and Cyber Monday are behind us and now it’s all about Giving Tuesday. Since 2012, Giving Tuesday has b… https://t.co/XDSCCYtHgP",positive
814,"“You’re a #lawyer? Really?” Yes you are!
 Wear your message. Declare to everyone #ThisisWhaALawyerLooksLike. Get 35%… https://t.co/BwM3hGIsqG",
815,@Maame_Apouke Yeah it was just yesterday. Their Cyber Monday sale is the best. Way better than Black Friday.,negative
816,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
817,"The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop Firs… https://t.co/oXlaMpspDM",negative
818,RT @LifePitts: one minute you're young and hip and the next you're black friday shopping for a tempur-pedic knee pillow,positive
819,"RT @hfxtraffic: ⛽ Black Friday on gas apparently
 Gas down 7.5¢, diesel down 7.1¢
 (Interrupter clause invoked)
 #hfxtraffic",positive
820,"RT @MethodicalMemes: Black Friday 2021.
 Welcome to Xbox, fuck nugget. https://t.co/dwpbEqZ6uw",positive
821,That awkward moment when you realize you should’ve bought that one thing on cyber Monday instead of Black Friday bc it was even cheaper 🙃,positive
822,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
823,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",
824,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
825,"RT @eqifi_finance: $EQX #BlackFriday #Giveaway!
 ✅Sign up on https://t.co/vjtL0hE9WO and get a $10 gift
 ✅Automatically enter the #BigPize dr…",negative
826,Whoops: Students staunchly support renaming 'Black Friday' — and then they learn the term has absolutely nothing to… https://t.co/s7ItvfmOky,positive
827,"Black Friday and Cyber Monday are over, but there are still discounts left on some of our favorites—for now. Get th… https://t.co/nIFnSrEbzS",negative
828,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
829,"RT @RileyWritts: Giveaway ends this Friday (12/3)
 
 If you're a black woman in the NY/NJ area and you want free professional pics, sign up a…",positive
830,"RT @WindowSeatGames: Karen has taken over Black Friday! Have you done your holiday shopping yet?
 
 Game: https://t.co/rA7BkfVX5O
 
 #RobloxDev…",positive
831,"RT @peacockTV: Ah, Black Friday Shopping. 🛍️ Do you prefer going to the stores or staying in? https://t.co/vXYpskLQEN",positive
832,RT @MughalLuq: What an incredible Black Friday week at #Sublime4409! Thank you to all the incredible associates that make these Record sale…,positive
833,"RT @ChristianMuson9: 🚨New Tag Alert🚨
 🚨New Tag Alert🚨
 📢 Tomorrow 
 
 SHOP AT PAYPORTE
 PAYPORTE DOUBLE BLACK FRIDAY
 
 NINJAS BIG PROJECT 2
 
 #Nen…",positive
834,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
835,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
836,"Chip Theory Games has several special offers for Black Friday, including various promo packs and a few Cloudspire b… https://t.co/lYEOWCQTRP",positive
837,Sanctuary Black Friday – Saint Seiya Awakening : Knights of the Zodiac Official Forum https://t.co/OoV2Sv3qeo,positive
838,"RT @Newegg: Coming soon to Newegg...$SHIB 
 https://t.co/BeRw6mfPmZ
 
 @Shibtoken @ShytoshiKusama #ShibArmy #Shib #friendshib #newegg #blackfr…",positive
839,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
840,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
841,RT @LifePitts: people that have life flash before their eyes if they accidentally bump their car horn don't need the adrenaline rush of bla…,negative
842,"RT @ComicSamsCrafts: my black friday sale might be over, but you still have until December 5th to order from my shop before I go on vacatio…",positive
843,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
844,Black friday week editie https://t.co/ZhQ5vckEFB,positive
845,"With Black Friday and Cyber Monday shopping sprees coming to an end, we can help install all of your new electronic… https://t.co/JhUjW65iAI",positive
846,RT @Puertorock77_: When you work your ass off in school to get that PS5 for Christmas only to end up with a Xbox Series S cause it was the…,
847,"RT @CableNewsWatch: 🎉 Congrats @TheFive! 
 
 The most watched show on cable news - Black Friday!
 2.3M tuned in for this lineup of guest hosts…",positive
848,"RT @DellUK: @janet_stapleton Black Friday is over, but the #DellBlackFriday Mega Deals aren't through yet… £750 OFF the Alienware m15 R4; o…",positive
849,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",positive
850,That jumper is so lovely I can't believe it's gone down to £20 in the bumper black Friday sale that has extended to… https://t.co/2RUC3l1CUN,positive
851,"Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever | ZeroHedge https://t.co/QKlb9C5yzi",negative
852,"RT @TheSoleWomens: To celebrate how amazing Black Friday was, we're going to be giving away a pair of the Jordan 1 Mid ""Light Smoke Grey"" t…",positive
853,"What’s up with all these girls with neck butterfly tattoo? 
 Can y’all give Black Friday Sale for therapy?
 what the actual fuck",positive
854,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
855,"RT @TheSoleWomens: To celebrate how amazing Black Friday was, we're going to be giving away a pair of the Jordan 1 Mid ""Light Smoke Grey"" t…",positive
856,Just had a customer place an order - full price would have been £90 but with the Black Friday &amp; my extra discount i… https://t.co/etEh3t1fDw,positive
857,"RT @TheVenusianLuxe: Just because black friday and cyber monday are over, doesn’t mean the sales are! 
 
 I always have discounts on my websi…",positive
858,"RT @CableNewsWatch: 🎉 Congrats @TheFive! 
 
 The most watched show on cable news - Black Friday!
 2.3M tuned in for this lineup of guest hosts…",positive
859,Theatre Club SMAC Cabaret auditions will be next Friday December 10 from 4:15-6pm in the Black Box. For more info s… https://t.co/s56f71e0Zy,
860,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",positive
861,@debwallace05 @RitaPanahi It’s a religious period between Black Friday and Boxing Day sales.,positive
862,BIDEN ECONOMY: Black Friday Sales Down 28% - Cyber Monday Sales Down (1.4%) for First Time Ever https://t.co/a8u5x8u6Sw,negative
863,"RT @BPAS1968: On @BBCWomansHour from 10am today, @RoseStokes will discussing why Boots should not double the cost of emergency contraceptio…",
864,"RT @LeftistMoniker: @AvalonSparks I just wanted everyone to know that their Black Friday consumerism strikes were effective, we get so litt…",positive
865,"@nadeemansary Awesome list! FYI, We've extended our black friday deal too!🙋",positive
866,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
867,"RT @LyonsCoffee: 🖤 BLACK FRIDAY GIVEAWAY 🖤
 
 One lucky winner is going to walk away with prizes worth £350, including an Amazon Echo, a £200…",positive
868,Holiday sales periods like Black Friday and Cyber Monday have become a global phenomenon and one of the largest sho… https://t.co/TJLFNq8zVL,positive
869,Disappointing #BlackFriday sales leave advertisers questioning their future retail holiday strategies - insights fr… https://t.co/WXj7oWKkBS,negative
870,"RT @TheSoleWomens: To celebrate how amazing Black Friday was, we're going to be giving away a pair of the Jordan 1 Mid ""Light Smoke Grey"" t…",positive
871,"RT @LyonsCoffee: 🖤 BLACK FRIDAY GIVEAWAY 🖤
 
 One lucky winner is going to walk away with prizes worth £350, including an Amazon Echo, a £200…",positive
872,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
873,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
874,RT @JayCarney: Big thank you to the countless teams at Amazon that helped make Black Friday and Cyber Monday such a success for customers a…,positive
875,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
876,"RT @allbeautynews: BLACK FRIDAY GIVEAWAY! 🖤💸
 
 BACK at it again with another incredible competition ✨ #WIN this LUXE ESPA The Gems Of Modern…",positive
877,"Brands outlets Black friday deals started 
 #hashtag3 Roccobarocco - RBSC1HJ01 - Yellow https://t.co/sLOWFbLFXO https://t.co/mcje9bzFCQ",positive
878,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
879,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
880,"@MOBOX_Official Currently there's black friday sale going on !!!!!!!
 Check https://t.co/FjZikEkW7L for more details https://t.co/Md5KPOQcoU",positive
881,RT @Meowtcha: Reminder! My Black Friday deals are going on until tomorrow! So if you’re thinking of grabbing these cuties for a low price;…,positive
882,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
883,"RT @treasuresbyaria: My face because only one person shopped my Black Friday week sale🥲
 ——
 So how about this…🤔⬇️
 ——
 Dm me your carts before…",positive
884,"After Black Friday, Small Business Saturday and Cyber Monday, today's #GivingTuesday is all about paying it forward… https://t.co/RA9CZ8mqf5",negative
885,@MTNza I applied for this black Friday double data n u confirmed that the package was with the courier company stil… https://t.co/796GBhWO84,positive
886,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
887,@etkazgi @Xbox Yet series s’s sold more on Black Friday than ps,positive
888,RT @allbeautynews: We're feeling generous this Black Friday so here's another unmissable prize... #WIN this sublime spa in a jar by Natura…,positive
889,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
890,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",positive
891,Black Friday discount https://t.co/6AmN9MgLvs,positive
892,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
893,"RT @Shopify: $6.3B in global sales 
 60K tonnes of carbon emissions offset 
 47M customers around the world
 
 this, is how shopify merchants d…",
894,"My horoscope: “stop overspending, be more aware of your money habits, discipline yourself to build lasting financia… https://t.co/oBpkf5xcBY",
895,"RT @FiresideWisdom: In a moment of Black Friday madness, I purchased the Ringfit system for the Switch. They say they'll give you a workout…",positive
896,RT @BeermiscuousHW: New @Beermiscuous Chicagoland Map of Breweries! 2021-2022. Going forward we'll get new yearly editions of the map publi…,
897,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
898,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
899,"RT @duty2warn: Black Friday and Cyber Monday are all well and good. But I dream about Indictment Tuesday, Criminal Referral Wednesday, Supe…",positive
900,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
901,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
902,Win a MacBook Air by entering the free @smashballoon giveaway (no purchase required) and get up to 65% off their… https://t.co/tKZhrygrft,
903,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
904,"RT @FursonaPins: Our Black Friday packs make great gifts! They have $100 worth of items for only $42.25
 
 https://t.co/paq6voaLsG https://t.…",positive
905,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
906,"Here are the special days after Thanksgiving....
 
 Black Friday,
 Small Business Saturday, 
 Cyber Monday,
 Regretful T… https://t.co/7JkQavEgfK",positive
907,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
908,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",
909,"Hi @callitspring ! I went by your store last weekend to return shoes, and your employee told me I couldn’t return t… https://t.co/VhgJj2xDpp",
910,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",
911,Kudos Black Friday Giveaway https://t.co/kOaLyPsTvA,positive
912,"The Biden Economy - Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Time… https://t.co/JJy7huCXs4",negative
913,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
914,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
915,"RT @pinnft_art: 💵💵💵BLACK FRIDAY WEEK 💵💵💵
 
 🔸https://t.co/L7yDl3Amuj - GIVEAWAY
 
 1⃣ List your Project to https://t.co/mFKFC5XxSB
 2⃣ Be approv…",positive
916,"RT @HUEGIRLSZ: Black Friday Best Sellers! Samples starting at $6.99. Run and grab yours now 🏃🏾‍♀️
 
 https://t.co/rj56720fS8 https://t.co/4Sg…",positive
